id,rectype,recmass,recfalltype,reclat,reclong
4516,Valid,336.48,Found,-72,26
4517,Valid,154.76,Found,-72,26
4518,Valid,182.13,Found,-72,26
4519,Valid,641,Found,-72,26
4520,Valid,36.11,Found,-72,26
4521,Valid,156.77,Found,-72,26
4522,Valid,296.96,Found,-72,26
4523,Valid,1688.57,Found,-72,26
4524,Valid,58.86,Found,-72,26
4525,Valid,108.62,Found,-72,26
4526,Valid,156.56,Found,-72,26
4528,Valid,649.23,Found,-72,26
4529,Valid,761.68,Found,-72,26
4530,Valid,456.69,Found,-72,26
4537,Valid,32.84,Found,-72,26
4538,Valid,520.52,Found,-72,26
4539,Valid,97.08,Found,-72,26
4540,Valid,224.08,Found,-72,26
4541,Valid,3078.02,Found,-72,26
4542,Valid,264.83,Found,-72,26
4543,Valid,76.86,Found,-72,26
4544,Valid,210.06,Found,-72,26
4545,Valid,218.3,Found,-72,26
4546,Valid,55.57,Found,-72,26
4547,Valid,80.36,Found,-72,26
4548,Valid,39.62,Found,-72,26
4550,Valid,58.87,Found,-72,26
4552,Valid,51.53,Found,-72,26
4553,Valid,130.71,Found,-72,26
4554,Valid,40.76,Found,-72,26
4555,Valid,13.23,Found,-72,26
4556,Valid,1279.71,Found,-72,26
4558,Valid,52.54,Found,-72,26
4559,Valid,1024.01,Found,-72,26
4560,Valid,35.12,Found,-72,26
4561,Valid,14.75,Found,-72,26
4562,Valid,118.87,Found,-72,26
4563,Valid,171.3,Found,-72,26
4564,Valid,1343.04,Found,-72,26
4565,Valid,571.61,Found,-72,26
4566,Valid,1182.89,Found,-72,26
4567,Valid,20.56,Found,-72,26
4568,Valid,64.04,Found,-72,26
4569,Valid,248.62,Found,-72,26
4570,Valid,317.16,Found,-72,26
4571,Valid,178.87,Found,-72,26
4572,Valid,86.7,Found,-72,26
4573,Valid,27.58,Found,-72,26
4574,Valid,19.62,Found,-72,26
4575,Valid,82.33,Found,-72,26
4576,Valid,44.28,Found,-72,26
4577,Valid,177.22,Found,-72,26
4578,Valid,216.37,Found,-72,26
4579,Valid,116.48,Found,-72,26
4580,Valid,113.37,Found,-72,26
4581,Valid,81.9,Found,-72,26
4582,Valid,83.28,Found,-72,26
4583,Valid,87.49,Found,-72,26
4584,Valid,32.48,Found,-72,26
4585,Valid,212.66,Found,-72,26
4586,Valid,2569,Found,-72,26
4589,Valid,72.03,Found,-72,26
4590,Valid,19.27,Found,-72,26
4591,Valid,32.59,Found,-72,26
4592,Valid,51.3,Found,-72,26
4593,Valid,148.58,Found,-72,26
4594,Valid,40.81,Found,-72,26
4595,Valid,137.08,Found,-72,26
4596,Valid,2095,Found,-72,26
4597,Valid,365.95,Found,-72,26
4598,Valid,897.06,Found,-72,26
4600,Valid,174.58,Found,-72,26
4601,Valid,25.74,Found,-72,26
4602,Valid,87.58,Found,-72,26
4604,Valid,10.23,Found,-72,26
4605,Valid,558.594,Found,-72,26
4606,Valid,241.66,Found,-72,26
4608,Valid,6567,Found,-72,26
4609,Valid,957.99,Found,-72,26
4610,Valid,103.46,Found,-72,26
4611,Valid,907.87,Found,-72,26
4612,Valid,274.2,Found,-72,26
4613,Valid,84.79,Found,-72,26
4614,Valid,23.77,Found,-72,26
4615,Valid,202.53,Found,-72,26
4616,Valid,67.65,Found,-72,26
4617,Valid,144.37,Found,-72,26
4618,Valid,601.44,Found,-72,26
4620,Valid,332.82,Found,-72,26
4622,Valid,1625,Found,-72,26
4623,Valid,62.5,Found,-72,26
4624,Valid,111.18,Found,-72,26
4625,Valid,69.16,Found,-72,26
4627,Valid,306.84,Found,-72,26
4628,Valid,832.92,Found,-72,26
4629,Valid,31.37,Found,-72,26
4630,Valid,55.38,Found,-72,26
4631,Valid,42.11,Found,-72,26
4632,Valid,100.05,Found,-72,26
4633,Valid,170.4,Found,-72,26
4635,Valid,84.03,Found,-72,26
4636,Valid,11.84,Found,-72,26
4637,Valid,59.8,Found,-72,26
4638,Valid,190.85,Found,-72,26
4639,Valid,19.22,Found,-72,26
4640,Valid,153.62,Found,-72,26
4641,Valid,58.24,Found,-72,26
4642,Valid,41.69,Found,-72,26
4643,Valid,92.26,Found,-72,26
4644,Valid,69.96,Found,-72,26
4645,Valid,486.93,Found,-72,26
4646,Valid,104.65,Found,-72,26
4647,Valid,71.8,Found,-72,26
4648,Valid,32.4,Found,-72,26
4649,Valid,264.58,Found,-72,26
4650,Valid,92.31,Found,-72,26
4652,Valid,66.13,Found,-72,26
4653,Valid,79.66,Found,-72,26
4654,Valid,64.29,Found,-72,26
4658,Valid,528.12,Found,-72,26
4659,Valid,141.25,Found,-72,26
4660,Valid,23.88,Found,-72,26
4662,Valid,11.62,Found,-72,26
4663,Valid,28.54,Found,-72,26
4664,Valid,40,Found,-72,26
4665,Valid,26.54,Found,-72,26
4666,Valid,49.03,Found,-72,26
4667,Valid,154.06,Found,-72,26
4668,Valid,30.24,Found,-72,26
4669,Valid,89.3,Found,-72,26
4670,Valid,24.95,Found,-72,26
4671,Valid,58.77,Found,-72,26
4672,Valid,26.33,Found,-72,26
4674,Valid,10.1,Found,-72,26
4675,Valid,62.25,Found,-72,26
4676,Valid,263.57,Found,-72,26
4677,Valid,26.04,Found,-72,26
4679,Valid,307,Found,-72,26
4680,Valid,33.91,Found,-72,26
4681,Valid,393.47,Found,-72,26
4682,Valid,18.86,Found,-72,26
4683,Valid,957.42,Found,-72,26
4684,Valid,38.72,Found,-72,26
4685,Valid,3327,Found,-72,26
4687,Valid,1650.55,Found,-72,26
4688,Valid,731.29,Found,-72,26
4689,Valid,400.9,Found,-72,26
4690,Valid,810.36,Found,-72,26
4691,Valid,120.3,Found,-72,26
4692,Valid,7.95,Found,-72,26
4693,Valid,35.73,Found,-72,26
4694,Valid,16.54,Found,-72,26
4695,Valid,10147,Found,-72,26
4696,Valid,89.02,Found,-72,26
4697,Valid,171.9,Found,-72,26
4698,Valid,38.62,Found,-72,26
4699,Valid,123.43,Found,-72,26
4700,Valid,1071.19,Found,-72,26
4702,Valid,144.89,Found,-72,26
4703,Valid,14.87,Found,-72,26
4704,Valid,92.7,Found,-72,26
4705,Valid,36.46,Found,-72,26
4706,Valid,152.48,Found,-72,26
4707,Valid,33.47,Found,-72,26
4708,Valid,201.75,Found,-72,26
4710,Valid,305.31,Found,-72,26
4711,Valid,851.63,Found,-72,26
4712,Valid,639.33,Found,-72,26
4713,Valid,375.5,Found,-72,26
4714,Valid,1131.49,Found,-72,26
4715,Valid,43.36,Found,-72,26
4716,Valid,305.97,Found,-72,26
4717,Valid,833.23,Found,-72,26
4718,Valid,89.96,Found,-72,26
4719,Valid,83.06,Found,-72,26
4720,Valid,10.11,Found,-72,26
4721,Valid,18.92,Found,-72,26
4722,Valid,24.63,Found,-72,26
4723,Valid,45.21,Found,-72,26
4724,Valid,32.11,Found,-72,26
4725,Valid,47.24,Found,-72,26
4726,Valid,567.67,Found,-72,26
4727,Valid,60.66,Found,-72,26
4728,Valid,230.6,Found,-72,26
4729,Valid,41.85,Found,-72,26
4730,Valid,3547,Found,-72,26
4731,Valid,256.61,Found,-72,26
4732,Valid,1115.45,Found,-72,26
4733,Valid,107.44,Found,-72,26
4735,Valid,1446.84,Found,-72,26
4737,Valid,10.17,Found,-72,26
4738,Valid,273.4,Found,-72,26
4739,Valid,335.19,Found,-72,26
4740,Valid,328.29,Found,-72,26
4742,Valid,51.63,Found,-72,26
4743,Valid,72.83,Found,-72,26
4744,Valid,280.55,Found,-72,26
4745,Valid,123.35,Found,-72,26
4746,Valid,142.28,Found,-72,26
4747,Valid,303.89,Found,-72,26
4748,Valid,383.92,Found,-72,26
4749,Valid,212.85,Found,-72,26
4750,Valid,149.88,Found,-72,26
4751,Valid,2504,Found,-72,26
4752,Valid,27.7,Found,-72,26
4754,Valid,58.14,Found,-72,26
4755,Valid,90.7,Found,-72,26
4756,Valid,15.82,Found,-72,26
4757,Valid,492.3,Found,-72,26
4758,Valid,250.83,Found,-72,26
4760,Valid,83.16,Found,-72,26
4761,Valid,136.94,Found,-72,26
4762,Valid,63.59,Found,-72,26
4763,Valid,869.7,Found,-72,26
4764,Valid,213.51,Found,-72,26
4765,Valid,40.19,Found,-72,26
4766,Valid,274.92,Found,-72,26
4767,Valid,2902,Found,-72,26
4768,Valid,33.52,Found,-72,26
4769,Valid,554.12,Found,-72,26
4770,Valid,528.4,Found,-72,26
4771,Valid,1728.59,Found,-72,26
4772,Valid,1171.38,Found,-72,26
4774,Valid,100.85,Found,-72,26
4775,Valid,104.54,Found,-72,26
4776,Valid,15.62,Found,-72,26
4777,Valid,303.14,Found,-72,26
4778,Valid,264.61,Found,-72,26
4779,Valid,65.48,Found,-72,26
4780,Valid,16.83,Found,-72,26
4782,Valid,296.44,Found,-72,26
4783,Valid,251.96,Found,-72,26
4785,Valid,269.73,Found,-72,26
4787,Valid,14.03,Found,-72,26
4788,Valid,28.97,Found,-72,26
4790,Valid,89.06,Found,-72,26
4791,Valid,48.97,Found,-72,26
4792,Valid,569.07,Found,-72,26
4793,Valid,151.56,Found,-72,26
4794,Valid,101.24,Found,-72,26
4795,Valid,107.78,Found,-72,26
4796,Valid,213.2,Found,-72,26
4797,Valid,11.37,Found,-72,26
4798,Valid,19.42,Found,-72,26
4799,Valid,12.56,Found,-72,26
4800,Valid,189.63,Found,-72,26
4801,Valid,73.81,Found,-72,26
4802,Valid,1606.34,Found,-72,26
4803,Valid,112.89,Found,-72,26
4804,Valid,133.64,Found,-72,26
4805,Valid,56.75,Found,-72,26
4806,Valid,280.77,Found,-72,26
4807,Valid,180.9,Found,-72,26
4808,Valid,22.19,Found,-72,26
4810,Valid,35.62,Found,-72,26
4811,Valid,992.45,Found,-72,26
4812,Valid,126.01,Found,-72,26
4813,Valid,14.31,Found,-72,26
4814,Valid,61.9,Found,-72,26
4815,Valid,290.34,Found,-72,26
4816,Valid,23.58,Found,-72,26
4817,Valid,532.11,Found,-72,26
4818,Valid,171.03,Found,-72,26
4819,Valid,66.21,Found,-72,26
4820,Valid,59.27,Found,-72,26
4822,Valid,53.98,Found,-72,26
4823,Valid,855.61,Found,-72,26
4824,Valid,86.06,Found,-72,26
4825,Valid,163.8,Found,-72,26
4827,Valid,48.61,Found,-72,26
4828,Valid,219.62,Found,-72,26
4829,Valid,155.59,Found,-72,26
4830,Valid,3686,Found,-72,26
4831,Valid,214.93,Found,-72,26
4832,Valid,21.83,Found,-72,26
4834,Valid,390.48,Found,-72,26
4837,Valid,198.92,Found,-72,26
4838,Valid,129.25,Found,-72,26
4839,Valid,62.15,Found,-72,26
4840,Valid,94.26,Found,-72,26
4862,Valid,65.31,Found,-72,26
4863,Valid,67.1,Found,-72,26
4864,Valid,243.49,Found,-72,26
4867,Valid,75.15,Found,-72,26
4876,Valid,134.92,Found,-72,26
4879,Valid,45.86,Found,-72,26
4881,Valid,8270.54,Found,-72,26
4882,Valid,12000,Found,23.98611,32.62361
4886,Valid,5500,Found,31.8,-92.75
4890,Valid,5622,Found,37.25,-98.13333
4891,Valid,2100,Found,40.51667,-103.26667
4892,Valid,77,Found,40.51667,-103.26667
56393,Valid,560.8,Found,34.38063,-114.16705
4894,Valid,3630,Found,32.63333,-85.5
4897,Valid,76000,Found,38.16667,-79.08333
4898,Valid,400000,Found,48.06667,35.08333
4901,Valid,1000,Found,36.33333,-105.05
4902,Valid,30.2,Found,-26.66667,16.25
4909,Valid,37850,Found,-30.85,122.31667
4911,Valid,6200,Found,31.66,-96.97167
4912,Valid,442.26,Found,17.75793,53.99032
4914,Valid,256.3,Found,-31.61667,118.03333
4915,Valid,136000,Found,36.3,-82.88333
4916,Valid,6400,Found,36.3,-82.88333
4918,Valid,395,Found,49.32222,1.36556
4919,Valid,22000000,Found,26.2,-107.83333
4920,Valid,2200,Found,34.613317,-113.398967
4921,Valid,48000,Found,44.31667,9.98333
4923,Valid,4120,Found,38.6,58
4924,Valid,3200,Found,41.28333,-77.05
4927,Valid,2400,Found,-22.75,120.83333
4929,Valid,15,Found,-37.57083,143.82533
4930,Valid,1250,Found,31.76667,-99.98333
4931,Valid,42200,Found,-27.7,115.76667
4932,Valid,41000,Found,-7.53133,-46.04117
48651,Valid,3354,Found,19.08833,99.01389
4939,Valid,22000,Found,-23.3,-69.88333
4940,Valid,9026,Found,-21.21667,-43.93333
4941,Valid,860,Found,45.05778,9.19556
4945,Valid,87,Found,46.1,12.35
4950,Valid,12000,Found,-28.08333,-69.33333
4951,Valid,200000,Found,-35.3,144.56667
4952,Valid,11100,Found,30.78333,-103.46667
4953,Valid,8590,Found,30.83333,-97.5
44704,Valid,25.9,Found,46.7,113.28333
4955,Valid,10400,Found,34,-101.5
4958,Valid,124.6,Found,-80.25,153.5
4959,Valid,33.8,Found,-80.25,153.5
4960,Valid,37.1,Found,-80.25,153.5
4961,Valid,15.8,Found,-80.25,153.5
4962,Valid,709,Found,-80.25,153.5
4963,Valid,316.4,Found,-80.25,153.5
4964,Valid,66.95,Found,-80.25,153.5
4965,Valid,130.05,Found,-80.25,153.5
4966,Valid,10.7,Found,-80.25,153.5
4967,Valid,24.1,Found,-80.25,153.5
4968,Valid,20.61,Found,-80.25,153.5
4969,Valid,160.7,Found,-80.25,153.5
4970,Valid,4301,Found,-80.25,153.5
4971,Valid,1079,Found,-80.25,153.5
4972,Valid,81.8,Found,-80.25,153.5
4973,Valid,2500,Found,43.13333,-102.1
51586,Valid,4620,Found,55.54867,35.2995
4978,Valid,75000,Found,41.81667,-103.36667
4980,Valid,80000,Found,-33,-56
4981,Valid,652,Found,-36.8,143.55
4982,Valid,227000,Found,39.6,-105.3
4983,Valid,48500,Found,44.5,-104.2
4985,Valid,25628,Found,36.8,-100.53333
4987,Valid,925,Found,38.48417,-113.13639
4988,Valid,39000,Found,30.83333,-3.33333
4989,Valid,12000,Found,30.83333,-3.33333
4991,Valid,5.8,Found,-76.03333,160.18333
4992,Valid,104,Found,-76.03333,160.18333
4994,Valid,11620,Found,38.53333,-100.21667
4995,Valid,44400,Found,36.21667,-103.65
4996,Valid,8.9,Found,35.66117,-115.33333
4998,Valid,3.58,Found,-72.58333,31.25
4999,Valid,13.66,Found,-72.58333,31.25
5000,Valid,185.3,Found,-72.58333,31.25
5001,Valid,1234,Found,-72.58333,31.25
5002,Valid,5.01,Found,-72.58333,31.25
5003,Valid,33000,Found,24.9,-105.4
5004,Valid,78800,Found,37.31667,-97.25
5006,Valid,38000,Found,-28.08333,24.08333
5007,Valid,7900,Found,49.5,-113
5008,Valid,25300,Found,42.73333,-90.35
5010,Valid,177,Found,30.36194,5.30083
5012,Valid,,Found,25.33333,83
5013,Valid,,Found,,
5014,Valid,118000,Found,-30.75,117.78333
5015,Valid,5360000,Found,-10.11667,-39.2
5016,Valid,27000,Found,-37.15,148.91667
5017,Valid,16380,Found,41,-97.53333
54854,Valid,9.72,Found,49.76667,14.63333
54855,Valid,1.54,Found,49.76667,14.63333
5019,Valid,18,Found,30.16667,-5.66667
5020,Valid,51800,Found,33.58333,-99.8
5022,Valid,89000,Found,43.5,-101.25
5025,Valid,17000,Found,53.05,8.1
5027,Valid,2250,Found,46.75,36.81667
54851,Valid,9162,Found,50.43845,-95.52937
5030,Valid,18.3,Found,34.23333,-103.38333
5031,Valid,56.8,Found,34.24667,-103.395
5033,Valid,67,Found,39.3,-102.41667
30444,Valid,45,Found,45.4633,55.23497
52648,Valid,103.4,Found,-31.01667,131.31667
54929,Valid,13,Found,-31.03297,131.28547
54930,Valid,0.4,Found,-31.01964,131.30394
56590,Valid,114.5,Found,-31.03278,131.28553
50765,Valid,91.9,Found,33.71333,-113.275
5044,Valid,19000,Found,-30.55,130.96667
5046,Valid,1000000,Found,67.3,160.8
5047,Valid,24500,Found,37.06667,-93.55
5048,Valid,893,Found,-30.13333,126.36667
5049,Valid,5400,Found,-34.31667,149.38333
5050,Valid,10841,Found,-29.88333,150.56667
55546,Valid,9056,Found,-31.4875,122.12389
5052,Valid,11300,Found,-34.225,146.38167
5053,Valid,855,Found,19.41667,51.03333
5054,Valid,7200,Found,31.66667,8.41667
48983,Valid,46,Found,25.57117,12.37117
48904,Valid,627,Found,31.481,9.84069
48905,Valid,331,Found,31.93833,10.28403
48906,Valid,39,Found,31.49972,9.87722
48907,Valid,19,Found,31.87164,10.19361
48908,Valid,17,Found,31.89689,10.19572
48909,Valid,21,Found,31.89831,10.19528
48910,Valid,5.2,Found,31.92181,10.1875
48911,Valid,200,Found,31.92644,10.18961
48912,Valid,21,Found,31.92644,10.18961
5057,Valid,48250,Found,51.95,62.2
5058,Valid,8600,Found,38,-108.5
5061,Valid,11000,Found,38.30667,-99.71
5062,Valid,1500000,Found,49.96667,6.53333
5066,Valid,800,Found,35.58333,-82.35
32765,Valid,152,Found,40.86717,-119.18352
5067,Valid,1500,Found,34.20583,-103.22222
5069,Valid,67,Found,40.5,-101.08333
5070,Valid,1896.4,Found,52.77,-106.89667
56564,Valid,113.7,Found,39.91667,-101.2
45973,Valid,15600,Found,-25,-69.5
5074,Valid,30500,Found,33.59167,-103.02667
5075,Valid,1830,Found,45.5,-77
45972,Valid,70,Found,38.66167,-115.51833
5077,Valid,1400,Found,-41.18333,148.03333
30445,Valid,3650,Found,35.8675,-114.19167
5078,Valid,9540,Found,35.26667,-107.96667
5079,Valid,6.1,Found,40.2495,-118.93683
5080,Valid,23,Found,40.24148,-118.94763
5081,Valid,95,Found,40.26752,-118.94308
5082,Valid,113,Found,40.27537,-118.9461
5083,Valid,7200,Found,40.28563,-118.94657
5084,Valid,355,Found,40.28338,-118.94808
5085,Valid,324,Found,40.28247,-118.94872
5086,Valid,451.7,Found,40.27957,-118.94642
45959,Valid,83.8,Found,40.2628,-118.95912
51574,Valid,18.81,Found,40.26667,-118.93333
51575,Valid,170,Found,40.26667,-118.93333
54474,Valid,78,Found,40.26667,-118.93333
51576,Valid,287.44,Found,40.26667,-118.93333
51577,Valid,34,Found,40.26667,-118.93333
51578,Valid,12.56,Found,40.26667,-118.93333
51579,Valid,10.47,Found,40.26667,-118.93333
52962,Valid,37.2,Found,40.2819,-118.94693
5087,Valid,153300,Found,29.87861,-96.87222
5088,Valid,16000,Found,29.86306,-96.92667
5089,Valid,,Found,-26.92383,-49.05883
5091,Valid,1800,Found,33.65167,-103.70833
5092,Valid,64000,Found,-17.16667,-43.83333
5094,Valid,15900,Found,57.85,114.2
5095,Valid,1100,Found,29.8,-98.8
5096,Valid,2180,Found,52.5,68.8
5099,Valid,59000,Found,49.05,13.76667
5100,Valid,21250,Found,,
5101,Valid,1593,Found,57.63333,83.36667
5102,Valid,6.2,Found,-23.5,133.83333
5103,Valid,888600,Found,13.51667,122.45
5104,Valid,41800,Found,26.26667,-81.75
5105,Valid,23.03,Found,37.21667,-117.08333
5106,Valid,80.8,Found,37.21667,-117.08333
5107,Valid,2000,Found,-31.15,149.11667
5108,Valid,12000,Found,-30.06667,141.06667
5109,Valid,381,Found,-29.46667,128.35
5115,Valid,2126,Found,33.26667,-116.38333
5116,Valid,500,Found,37.5,-79.75
53812,Valid,100000,Found,31.15643,-5.15262
5118,Valid,374,Found,28.3125,0.23333
5119,Valid,130,Found,26.6325,-12.81025
57216,Valid,606,Found,26.74853,-12.70978
57217,Valid,50,Found,26.81089,-12.71864
57347,Valid,272.75,Found,26.707,-12.759
57348,Valid,31.14,Found,26.819,-12.724
52888,Valid,1395,Found,31.98333,-3.2
52852,Valid,1560,Found,34.685,-114.323
47701,Valid,9100,Found,10.26667,40.56667
35487,Valid,147.4,Found,33.96667,-114.06667
5120,Valid,8300,Found,44.92222,5.26778
5122,Valid,603,Found,-33,26.4
5123,Valid,140.6,Found,-83.5,165
5124,Valid,2270,Found,48.68333,-97.16667
5125,Valid,1300,Found,48.78333,-97.35
5126,Valid,500000,Found,-22.61667,135.2
5127,Valid,202.9,Found,-31.3,138.38333
5129,Valid,927,Found,31.05,-99.46667
5130,Valid,823000,Found,52.5,30.33333
5131,Valid,138300,Found,41.15333,-96.955
5132,Valid,7580,Found,40.81,-101.80167
5136,Valid,4300000,Found,37.5825,-99.16361
5137,Valid,17000,Found,39.25,-101.33333
5139,Valid,13600,Found,35.71667,-81.86667
5141,Valid,2230,Found,40.66667,-104.31667
5142,Valid,1773,Found,34.35,-101.4
5143,Valid,20000,Found,36.56667,-82.18333
5144,Valid,544,Found,-30.58333,23.55
5145,Valid,6800,Found,41.43333,-99.7
5146,Valid,34000,Found,-31.83333,141.76667
5147,Valid,972,Found,33.28333,-102.96667
5148,Valid,101,Found,33.275,-102.96
5149,Valid,53,Found,33.275,-102.96
5150,Valid,2000,Found,38.69667,-99.70833
5151,Valid,40960,Found,33.21667,-102.18333
5152,Valid,4100,Found,33.21667,-102.18333
5153,Valid,1550,Found,33.135,-102.27833
5154,Valid,1626,Found,33.21667,-102.18333
5155,Valid,83000,Found,38.295,-121.405
5157,Relict,,Found,63.11667,14.28333
5158,Valid,13000,Found,52.26667,-105.35
30446,Valid,798,Found,34.72453,-114.20883
35488,Valid,50,Found,34.73245,-114.22257
35489,Valid,18.4,Found,34.71933,-114.20783
44705,Valid,34200,Found,34.7345,-114.21717
55342,Valid,145.8,Found,34.70108,-114.18845
55334,Valid,859.7,Found,34.70337,-114.19097
5160,Valid,992,Found,-32.95556,136.1375
56774,Valid,374.5,Found,0,0
56775,Valid,879.9,Found,0,0
56776,Valid,486,Found,0,0
56777,Valid,472.2,Found,0,0
56778,Valid,362.4,Found,0,0
56779,Valid,335.2,Found,0,0
56780,Valid,234.6,Found,0,0
56781,Valid,288,Found,0,0
56782,Valid,143.9,Found,0,0
56783,Valid,161.7,Found,0,0
56784,Valid,118.8,Found,0,0
56785,Valid,95.4,Found,0,0
53893,Valid,27.8,Found,0,0
53894,Valid,39.7,Found,0,0
56786,Valid,80.3,Found,0,0
56787,Valid,28.3,Found,0,0
56788,Valid,47.2,Found,0,0
56789,Valid,41.6,Found,0,0
56790,Valid,22.6,Found,0,0
56791,Valid,10.3,Found,0,0
56792,Valid,26.1,Found,0,0
56793,Valid,5.8,Found,0,0
56794,Valid,7.9,Found,0,0
56795,Valid,22.7,Found,0,0
56796,Valid,15.1,Found,0,0
56797,Valid,20.4,Found,0,0
56798,Valid,4.9,Found,0,0
53895,Valid,0.1,Found,0,0
53896,Valid,0.3,Found,0,0
5161,Valid,100000,Found,50.56667,114.9
5162,Valid,113600,Found,29.8,-107.55
51831,Valid,9300,Found,32.24611,-99.99306
5164,Valid,38750,Found,-29.62917,116.48222
54611,Valid,28000,Found,38.84833,-98.72383
5166,Valid,290000,Found,3.98333,41.65
5167,Valid,8600,Found,38.23333,-99.53333
5168,Valid,24900,Found,66.4,137.46667
5170,Valid,8400,Found,32.03333,-99.25
5171,Valid,1825,Found,63.8,149
5172,Valid,68000,Found,42.75,-75.18333
5173,Valid,2515,Found,-32.05,126.16667
57342,Valid,18400,Found,39.86667,-106.88333
5174,Valid,1987,Found,35.33333,-99.15
5176,Valid,20.4,Found,-31.96667,125.83333
45985,Valid,360,Found,50.65,-109.9
5179,Valid,3000,Found,-30,20
5180,Valid,1240,Found,41.23333,-103.9
5182,Valid,41000,Found,38.3,-94.36667
5188,Valid,41400,Found,24.5,-104.8
5189,Valid,23500,Found,-36.4,-59.5
5190,Valid,2500,Found,-25,-69.5
5191,Valid,,Found,,
5192,Valid,18000,Found,35,-98.33333
5193,Valid,3290,Found,-34.06667,139.75
5194,Valid,19,Found,-26.45,120.36667
5196,Valid,500,Found,-27.05,-70.8
5197,Valid,12900,Found,37.03333,-97.625
54446,Valid,9,Found,-24.266,-70.03333
54620,Valid,18,Found,-24.25,-70.51667
54621,Valid,338,Found,-24.25,-70.51667
54622,Valid,254,Found,-24.25,-70.51667
54623,Valid,193,Found,-24.25,-70.51667
54624,Valid,179,Found,-24.25,-70.51667
54625,Valid,24,Found,-24.25,-70.51667
54626,Valid,15,Found,-24.25,-70.51667
54627,Valid,95,Found,-24.25,-70.51667
54628,Valid,47,Found,-24.25,-70.51667
54629,Valid,32,Found,-24.25,-70.51667
54630,Valid,17,Found,-24.25,-70.51667
54631,Valid,105,Found,-24.25,-70.51667
54632,Valid,20,Found,-24.25,-70.51667
54633,Valid,115,Found,-24.25,-70.51667
54634,Valid,34,Found,-24.25,-70.51667
54635,Valid,41,Found,-24.25,-70.51667
54829,Valid,6,Found,-24.25,-70.51667
54830,Valid,1.1,Found,-24.25,-70.51667
5198,Valid,7275,Found,36.08333,-92.15
5199,Valid,,Found,,
5201,Valid,40000,Found,28.41667,-98.25
5203,Valid,16300,Found,43.2,-78.8
5204,Valid,25000,Found,-30.31667,126.61667
5205,Valid,280,Found,-30.08333,126.61667
5206,Valid,36.6,Found,-30.11667,126.91667
5207,Valid,32.8,Found,-30.31667,126.56667
5208,Valid,38,Found,-30.28333,126.51667
5209,Valid,50.96,Found,-30.29167,126.5875
5210,Valid,100.3,Found,-30.31667,126.61667
5211,Valid,0.8,Found,-30.1085,126.62483
5212,Valid,13.4,Found,-30.11967,126.8835
5213,Valid,3.4,Found,-30.1255,126.89
5214,Valid,28.7,Found,-30.1255,126.89
5215,Valid,215,Found,-30.134,126.8915
5216,Valid,94.3,Found,-30.13333,126.8905
5217,Valid,36,Found,-30.12433,126.88667
5218,Valid,0.3,Found,-30.11967,126.8985
5219,Valid,3.5,Found,-30.11883,126.88533
5220,Valid,6.44,Found,-30.022,126.5525
5221,Valid,12.94,Found,-30.0225,126.552
5222,Valid,0.6,Found,-30.07967,126.88917
5223,Valid,0.81,Found,-30.07967,126.88917
5224,Valid,4.15,Found,-30.06383,126.88417
5225,Valid,0.4,Found,-30.0855,126.90117
5226,Valid,0.6,Found,-30.08733,126.90167
5227,Valid,0.65,Found,-30.09867,126.8855
5228,Valid,2.58,Found,-30.09867,126.88533
5229,Valid,1,Found,-30.09167,126.88883
5230,Valid,5.2,Found,-30.09167,126.88883
5231,Valid,1.48,Found,-30.09167,126.88883
5232,Valid,1,Found,-30.09167,126.88883
5233,Valid,3.01,Found,-30.09167,126.88883
5234,Valid,0.32,Found,-30.09167,126.88883
5235,Valid,2.33,Found,-30.09167,126.88883
5236,Valid,0.95,Found,-30.09167,126.88883
5237,Valid,0.7,Found,-30.09167,126.88883
5238,Valid,0.45,Found,-30.09167,126.88883
5239,Valid,0.41,Found,-30.09167,126.88883
5240,Valid,8.7,Found,-30.1845,126.68367
5241,Valid,0.99,Found,-30.18417,126.7
5242,Valid,3.57,Found,-30.31667,126.6
5243,Valid,55.1,Found,-30.31667,126.61667
50974,Valid,18.8,Found,-30.11683,126.8755
50975,Valid,37.6,Found,-30.12283,126.888
50976,Valid,69.95,Found,-30.13933,126.901
50977,Valid,15.29,Found,-30.11967,126.86683
50978,Valid,26.9,Found,-30.107,126.84217
50979,Valid,9.09,Found,-30.119,126.838
50980,Valid,28.27,Found,-30.32,126.606
50981,Valid,104.3,Found,-30.32,126.606
50982,Valid,13.63,Found,-30.32,126.606
50987,Valid,19.9,Found,-30.1085,126.52717
50988,Valid,5,Found,-30.30883,126.5845
50989,Valid,61.4,Found,-30.3685,126.6125
55717,Valid,579,Found,-30.31667,126.61667
53490,Valid,3016,Found,33.88098,-111.78558
51830,Valid,148000,Found,29.7725,-99.875
5245,Valid,15400,Found,37.36667,-85.36667
52093,Valid,2000000,Found,-14.258,-49.15917
5246,Valid,41,Found,-27.66667,-67.11667
5247,Valid,50000000,Found,-27.46667,-60.58333
5254,Valid,7030,Found,34.2,-84.48333
5255,Valid,860,Found,34.96667,-101.93333
5256,Valid,8600,Found,40.9,-123.1
5257,Valid,30000000,Found,35.05,-111.03333
5258,Valid,1520,Found,38.18333,-109.88333
5261,Valid,136000,Found,-33.5,26
5262,Valid,58200000,Found,76.13333,-64.93333
5263,Valid,113900,Found,-45.28333,-70.48333
